"Ngay","ISO_Date","Thu","Loai_Vang","Gia_Mua_VND_Luong","Gia_Ban_VND_Luong","Chenh_Lech_VND_Luong","Gia_Mua_VND_Chi","Gia_Ban_VND_Chi","Gia_The_Gioi_USD_oz","SJC_Mieng_Mua_VND_Luong","SJC_Mieng_Ban_VND_Luong","Cap_Nhat_Luc"
"29/12/2021","2021-12-29","Thứ Tư","Vàng nhẫn SJC 9999",52100000,55100000,3000000,5210000,5510000,1805.1,52600000,55600000,"23:30"
"30/12/2021","2021-12-30","Thứ Năm","Vàng nhẫn SJC 9999",52300000,55300000,3000000,5230000,5530000,1812.7,52800000,55800000,"23:30"
"31/12/2021","2021-12-31","Thứ Sáu","Vàng nhẫn SJC 9999",52700000,55700000,3000000,5270000,5570000,1827.5,53200000,56200000,"23:30"
"03/01/2022","2022-01-03","Thứ Hai","Vàng nhẫn SJC 9999",54800000,57800000,3000000,5480000,5780000,1799.4,55300000,58300000,"23:30"
"04/01/2022","2022-01-04","Thứ Ba","Vàng nhẫn SJC 9999",55300000,58300000,3000000,5530000,5830000,1814,55800000,58800000,"23:30"
"05/01/2022","2022-01-05","Thứ Tư","Vàng nhẫn SJC 9999",55600000,58600000,3000000,5560000,5860000,1824.6,56100000,59100000,"23:30"
"06/01/2022","2022-01-06","Thứ Năm","Vàng nhẫn SJC 9999",54500000,57500000,3000000,5450000,5750000,1788.7,55000000,58000000,"23:30"
"07/01/2022","2022-01-07","Thứ Sáu","Vàng nhẫn SJC 9999",54800000,57800000,3000000,5480000,5780000,1797,55300000,58300000,"23:30"
"10/01/2022","2022-01-10","Thứ Hai","Vàng nhẫn SJC 9999",54800000,57800000,3000000,5480000,5780000,1798.4,55300000,58300000,"23:30"
"11/01/2022","2022-01-11","Thứ Ba","Vàng nhẫn SJC 9999",55400000,58400000,3000000,5540000,5840000,1818.6,55900000,58900000,"23:30"
"12/01/2022","2022-01-12","Thứ Tư","Vàng nhẫn SJC 9999",55700000,58700000,3000000,5570000,5870000,1827.2,56200000,59200000,"23:30"
"13/01/2022","2022-01-13","Thứ Năm","Vàng nhẫn SJC 9999",55500000,58500000,3000000,5550000,5850000,1821.2,56000000,59000000,"23:30"
"14/01/2022","2022-01-14","Thứ Sáu","Vàng nhẫn SJC 9999",55400000,58400000,3000000,5540000,5840000,1816.5,55900000,58900000,"23:30"
"18/01/2022","2022-01-18","Thứ Ba","Vàng nhẫn SJC 9999",55200000,58200000,3000000,5520000,5820000,1812.3,55700000,58700000,"23:30"
"19/01/2022","2022-01-19","Thứ Tư","Vàng nhẫn SJC 9999",56200000,59200000,3000000,5620000,5920000,1843.1,56700000,59700000,"23:30"
"20/01/2022","2022-01-20","Thứ Năm","Vàng nhẫn SJC 9999",56200000,59200000,3000000,5620000,5920000,1842.5,56700000,59700000,"23:30"
"21/01/2022","2022-01-21","Thứ Sáu","Vàng nhẫn SJC 9999",55900000,58900000,3000000,5590000,5890000,1831.8,56400000,59400000,"23:30"
"24/01/2022","2022-01-24","Thứ Hai","Vàng nhẫn SJC 9999",56200000,59200000,3000000,5620000,5920000,1841.7,56700000,59700000,"23:30"
"25/01/2022","2022-01-25","Thứ Ba","Vàng nhẫn SJC 9999",56500000,59500000,3000000,5650000,5950000,1852.7,57000000,60000000,"23:30"
"26/01/2022","2022-01-26","Thứ Tư","Vàng nhẫn SJC 9999",55800000,58800000,3000000,5580000,5880000,1829.9,56300000,59300000,"23:30"
"27/01/2022","2022-01-27","Thứ Năm","Vàng nhẫn SJC 9999",54600000,57600000,3000000,5460000,5760000,1793.3,55100000,58100000,"23:30"
"28/01/2022","2022-01-28","Thứ Sáu","Vàng nhẫn SJC 9999",54400000,57400000,3000000,5440000,5740000,1784.9,54900000,57900000,"23:30"
"31/01/2022","2022-01-31","Thứ Hai","Vàng nhẫn SJC 9999",54700000,57700000,3000000,5470000,5770000,1795,55200000,58200000,"23:30"
"01/02/2022","2022-02-01","Thứ Ba","Vàng nhẫn SJC 9999",54900000,57900000,3000000,5490000,5790000,1800.3,55400000,58400000,"23:30"
"02/02/2022","2022-02-02","Thứ Tư","Vàng nhẫn SJC 9999",55100000,58100000,3000000,5510000,5810000,1809.2,55600000,58600000,"23:30"
"03/02/2022","2022-02-03","Thứ Năm","Vàng nhẫn SJC 9999",54900000,57900000,3000000,5490000,5790000,1803,55400000,58400000,"23:30"
"04/02/2022","2022-02-04","Thứ Sáu","Vàng nhẫn SJC 9999",55100000,58100000,3000000,5510000,5810000,1806.6,55600000,58600000,"23:30"
"07/02/2022","2022-02-07","Thứ Hai","Vàng nhẫn SJC 9999",55500000,58500000,3000000,5550000,5850000,1820.6,56000000,59000000,"23:30"
"08/02/2022","2022-02-08","Thứ Ba","Vàng nhẫn SJC 9999",55700000,58700000,3000000,5570000,5870000,1826.6,56200000,59200000,"23:30"
"09/02/2022","2022-02-09","Thứ Tư","Vàng nhẫn SJC 9999",56000000,59000000,3000000,5600000,5900000,1835.2,56500000,59500000,"23:30"
"10/02/2022","2022-02-10","Thứ Năm","Vàng nhẫn SJC 9999",56000000,59000000,3000000,5600000,5900000,1836.2,56500000,59500000,"23:30"
"11/02/2022","2022-02-11","Thứ Sáu","Vàng nhẫn SJC 9999",56200000,59200000,3000000,5620000,5920000,1840.8,56700000,59700000,"23:30"
"14/02/2022","2022-02-14","Thứ Hai","Vàng nhẫn SJC 9999",57000000,60000000,3000000,5700000,6000000,1868,57500000,60500000,"23:30"
"15/02/2022","2022-02-15","Thứ Ba","Vàng nhẫn SJC 9999",56600000,59600000,3000000,5660000,5960000,1854.8,57100000,60100000,"23:30"
"16/02/2022","2022-02-16","Thứ Tư","Vàng nhẫn SJC 9999",57100000,60100000,3000000,5710000,6010000,1870.2,57600000,60600000,"23:30"
"17/02/2022","2022-02-17","Thứ Năm","Vàng nhẫn SJC 9999",58100000,61100000,3000000,5810000,6110000,1900.7,58600000,61600000,"23:30"
"18/02/2022","2022-02-18","Thứ Sáu","Vàng nhẫn SJC 9999",58000000,61000000,3000000,5800000,6100000,1898.6,58500000,61500000,"23:30"
"22/02/2022","2022-02-22","Thứ Ba","Vàng nhẫn SJC 9999",58300000,61300000,3000000,5830000,6130000,1906.1,58800000,61800000,"23:30"
"23/02/2022","2022-02-23","Thứ Tư","Vàng nhẫn SJC 9999",58400000,61400000,3000000,5840000,6140000,1909.2,58900000,61900000,"23:30"
"24/02/2022","2022-02-24","Thứ Năm","Vàng nhẫn SJC 9999",58900000,61900000,3000000,5890000,6190000,1925.1,59400000,62400000,"23:30"
"25/02/2022","2022-02-25","Thứ Sáu","Vàng nhẫn SJC 9999",57600000,60600000,3000000,5760000,6060000,1886.5,58100000,61100000,"23:30"
"28/02/2022","2022-02-28","Thứ Hai","Vàng nhẫn SJC 9999",58000000,61000000,3000000,5800000,6100000,1899.4,58500000,61500000,"23:30"
"01/03/2022","2022-03-01","Thứ Ba","Vàng nhẫn SJC 9999",59400000,62400000,3000000,5940000,6240000,1942.4,59900000,62900000,"23:30"
"02/03/2022","2022-03-02","Thứ Tư","Vàng nhẫn SJC 9999",58700000,61700000,3000000,5870000,6170000,1920.9,59200000,62200000,"23:30"
"03/03/2022","2022-03-03","Thứ Năm","Vàng nhẫn SJC 9999",59200000,62200000,3000000,5920000,6220000,1934.4,59700000,62700000,"23:30"
"04/03/2022","2022-03-04","Thứ Sáu","Vàng nhẫn SJC 9999",60200000,63200000,3000000,6020000,6320000,1965.1,60700000,63700000,"23:30"
"07/03/2022","2022-03-07","Thứ Hai","Vàng nhẫn SJC 9999",61100000,64100000,3000000,6110000,6410000,1993.9,61600000,64600000,"23:30"
"08/03/2022","2022-03-08","Thứ Ba","Vàng nhẫn SJC 9999",62600000,65600000,3000000,6260000,6560000,2040.1,63100000,66100000,"23:30"
"09/03/2022","2022-03-09","Thứ Tư","Vàng nhẫn SJC 9999",60800000,63800000,3000000,6080000,6380000,1985.9,61300000,64300000,"23:30"
"10/03/2022","2022-03-10","Thứ Năm","Vàng nhẫn SJC 9999",61200000,64200000,3000000,6120000,6420000,1998.1,61700000,64700000,"23:30"
"11/03/2022","2022-03-11","Thứ Sáu","Vàng nhẫn SJC 9999",60700000,63700000,3000000,6070000,6370000,1982.7,61200000,64200000,"23:30"
"14/03/2022","2022-03-14","Thứ Hai","Vàng nhẫn SJC 9999",60000000,63000000,3000000,6000000,6300000,1959.6,60500000,63500000,"23:30"
"15/03/2022","2022-03-15","Thứ Ba","Vàng nhẫn SJC 9999",59000000,62000000,3000000,5900000,6200000,1928.5,59500000,62500000,"23:30"
"16/03/2022","2022-03-16","Thứ Tư","Vàng nhẫn SJC 9999",58300000,61300000,3000000,5830000,6130000,1908,58800000,61800000,"23:30"
"17/03/2022","2022-03-17","Thứ Năm","Vàng nhẫn SJC 9999",59400000,62400000,3000000,5940000,6240000,1942.1,59900000,62900000,"23:30"
"18/03/2022","2022-03-18","Thứ Sáu","Vàng nhẫn SJC 9999",59000000,62000000,3000000,5900000,6200000,1928.2,59500000,62500000,"23:30"
"21/03/2022","2022-03-21","Thứ Hai","Vàng nhẫn SJC 9999",59000000,62000000,3000000,5900000,6200000,1928.6,59500000,62500000,"23:30"
"22/03/2022","2022-03-22","Thứ Ba","Vàng nhẫn SJC 9999",58700000,61700000,3000000,5870000,6170000,1920.7,59200000,62200000,"23:30"
"23/03/2022","2022-03-23","Thứ Tư","Vàng nhẫn SJC 9999",59200000,62200000,3000000,5920000,6220000,1936.6,59700000,62700000,"23:30"
"24/03/2022","2022-03-24","Thứ Năm","Vàng nhẫn SJC 9999",60000000,63000000,3000000,6000000,6300000,1961.6,60500000,63500000,"23:30"
"25/03/2022","2022-03-25","Thứ Sáu","Vàng nhẫn SJC 9999",59800000,62800000,3000000,5980000,6280000,1953.8,60300000,63300000,"23:30"
"28/03/2022","2022-03-28","Thứ Hai","Vàng nhẫn SJC 9999",59300000,62300000,3000000,5930000,6230000,1939.6,59800000,62800000,"23:30"
"29/03/2022","2022-03-29","Thứ Ba","Vàng nhẫn SJC 9999",58400000,61400000,3000000,5840000,6140000,1912,58900000,61900000,"23:30"
"30/03/2022","2022-03-30","Thứ Tư","Vàng nhẫn SJC 9999",59100000,62100000,3000000,5910000,6210000,1933.5,59600000,62600000,"23:30"
"31/03/2022","2022-03-31","Thứ Năm","Vàng nhẫn SJC 9999",59600000,62600000,3000000,5960000,6260000,1949.2,60100000,63100000,"23:30"
"01/04/2022","2022-04-01","Thứ Sáu","Vàng nhẫn SJC 9999",58700000,61700000,3000000,5870000,6170000,1919.1,59200000,62200000,"23:30"
"04/04/2022","2022-04-04","Thứ Hai","Vàng nhẫn SJC 9999",59000000,62000000,3000000,5900000,6200000,1929.2,59500000,62500000,"23:30"
"05/04/2022","2022-04-05","Thứ Ba","Vàng nhẫn SJC 9999",58800000,61800000,3000000,5880000,6180000,1922.9,59300000,62300000,"23:30"
"06/04/2022","2022-04-06","Thứ Tư","Vàng nhẫn SJC 9999",58700000,61700000,3000000,5870000,6170000,1918.4,59200000,62200000,"23:30"
"07/04/2022","2022-04-07","Thứ Năm","Vàng nhẫn SJC 9999",59100000,62100000,3000000,5910000,6210000,1933.8,59600000,62600000,"23:30"
"08/04/2022","2022-04-08","Thứ Sáu","Vàng nhẫn SJC 9999",59400000,62400000,3000000,5940000,6240000,1941.6,59900000,62900000,"23:30"
"11/04/2022","2022-04-11","Thứ Hai","Vàng nhẫn SJC 9999",59500000,62500000,3000000,5950000,6250000,1944.3,60000000,63000000,"23:30"
"12/04/2022","2022-04-12","Thứ Ba","Vàng nhẫn SJC 9999",60400000,63400000,3000000,6040000,6340000,1972.1,60900000,63900000,"23:30"
"13/04/2022","2022-04-13","Thứ Tư","Vàng nhẫn SJC 9999",60700000,63700000,3000000,6070000,6370000,1981,61200000,64200000,"23:30"
"14/04/2022","2022-04-14","Thứ Năm","Vàng nhẫn SJC 9999",60300000,63300000,3000000,6030000,6330000,1970.9,60800000,63800000,"23:30"
"18/04/2022","2022-04-18","Thứ Hai","Vàng nhẫn SJC 9999",60700000,63700000,3000000,6070000,6370000,1982.9,61200000,64200000,"23:30"
"19/04/2022","2022-04-19","Thứ Ba","Vàng nhẫn SJC 9999",59900000,62900000,3000000,5990000,6290000,1955.7,60400000,63400000,"23:30"
"20/04/2022","2022-04-20","Thứ Tư","Vàng nhẫn SJC 9999",59700000,62700000,3000000,5970000,6270000,1952.3,60200000,63200000,"23:30"
"21/04/2022","2022-04-21","Thứ Năm","Vàng nhẫn SJC 9999",59500000,62500000,3000000,5950000,6250000,1944.9,60000000,63000000,"23:30"
"22/04/2022","2022-04-22","Thứ Sáu","Vàng nhẫn SJC 9999",59100000,62100000,3000000,5910000,6210000,1931,59600000,62600000,"23:30"
"25/04/2022","2022-04-25","Thứ Hai","Vàng nhẫn SJC 9999",57800000,60800000,3000000,5780000,6080000,1893.2,58300000,61300000,"23:30"
"26/04/2022","2022-04-26","Thứ Ba","Vàng nhẫn SJC 9999",58100000,61100000,3000000,5810000,6110000,1901.4,58600000,61600000,"23:30"
"27/04/2022","2022-04-27","Thứ Tư","Vàng nhẫn SJC 9999",57600000,60600000,3000000,5760000,6060000,1885.9,58100000,61100000,"23:30"
"28/04/2022","2022-04-28","Thứ Năm","Vàng nhẫn SJC 9999",57700000,60700000,3000000,5770000,6070000,1888.7,58200000,61200000,"23:30"
"29/04/2022","2022-04-29","Thứ Sáu","Vàng nhẫn SJC 9999",58400000,61400000,3000000,5840000,6140000,1909.3,58900000,61900000,"23:30"
"02/05/2022","2022-05-02","Thứ Hai","Vàng nhẫn SJC 9999",56800000,59800000,3000000,5680000,5980000,1861.8,57300000,60300000,"23:30"
"03/05/2022","2022-05-03","Thứ Ba","Vàng nhẫn SJC 9999",57100000,60100000,3000000,5710000,6010000,1868.8,57600000,60600000,"23:30"
"04/05/2022","2022-05-04","Thứ Tư","Vàng nhẫn SJC 9999",57000000,60000000,3000000,5700000,6000000,1867,57500000,60500000,"23:30"
"05/05/2022","2022-05-05","Thứ Năm","Vàng nhẫn SJC 9999",57200000,60200000,3000000,5720000,6020000,1874,57700000,60700000,"23:30"
"06/05/2022","2022-05-06","Thứ Sáu","Vàng nhẫn SJC 9999",57500000,60500000,3000000,5750000,6050000,1881.2,58000000,61000000,"23:30"
"09/05/2022","2022-05-09","Thứ Hai","Vàng nhẫn SJC 9999",56700000,59700000,3000000,5670000,5970000,1857.1,57200000,60200000,"23:30"
"10/05/2022","2022-05-10","Thứ Ba","Vàng nhẫn SJC 9999",56100000,59100000,3000000,5610000,5910000,1839.9,56600000,59600000,"23:30"
"11/05/2022","2022-05-11","Thứ Tư","Vàng nhẫn SJC 9999",56500000,59500000,3000000,5650000,5950000,1852.6,57000000,60000000,"23:30"
"12/05/2022","2022-05-12","Thứ Năm","Vàng nhẫn SJC 9999",55600000,58600000,3000000,5560000,5860000,1823.8,56100000,59100000,"23:30"
"13/05/2022","2022-05-13","Thứ Sáu","Vàng nhẫn SJC 9999",55100000,58100000,3000000,5510000,5810000,1807.4,55600000,58600000,"23:30"
"16/05/2022","2022-05-16","Thứ Hai","Vàng nhẫn SJC 9999",55300000,58300000,3000000,5530000,5830000,1813.5,55800000,58800000,"23:30"
"17/05/2022","2022-05-17","Thứ Ba","Vàng nhẫn SJC 9999",55400000,58400000,3000000,5540000,5840000,1818.2,55900000,58900000,"23:30"
"18/05/2022","2022-05-18","Thứ Tư","Vàng nhẫn SJC 9999",55400000,58400000,3000000,5540000,5840000,1815.9,55900000,58900000,"23:30"
"19/05/2022","2022-05-19","Thứ Năm","Vàng nhẫn SJC 9999",56200000,59200000,3000000,5620000,5920000,1841.2,56700000,59700000,"23:30"
"20/05/2022","2022-05-20","Thứ Sáu","Vàng nhẫn SJC 9999",56200000,59200000,3000000,5620000,5920000,1841.8,56700000,59700000,"23:30"
"23/05/2022","2022-05-23","Thứ Hai","Vàng nhẫn SJC 9999",56400000,59400000,3000000,5640000,5940000,1847.8,56900000,59900000,"23:30"
"24/05/2022","2022-05-24","Thứ Ba","Vàng nhẫn SJC 9999",56900000,59900000,3000000,5690000,5990000,1865.1,57400000,60400000,"23:30"
"25/05/2022","2022-05-25","Thứ Tư","Vàng nhẫn SJC 9999",56300000,59300000,3000000,5630000,5930000,1846.2,56800000,59800000,"23:30"
"26/05/2022","2022-05-26","Thứ Năm","Vàng nhẫn SJC 9999",56400000,59400000,3000000,5640000,5940000,1847.4,56900000,59900000,"23:30"
"27/05/2022","2022-05-27","Thứ Sáu","Vàng nhẫn SJC 9999",56500000,59500000,3000000,5650000,5950000,1851.3,57000000,60000000,"23:30"
"31/05/2022","2022-05-31","Thứ Ba","Vàng nhẫn SJC 9999",56200000,59200000,3000000,5620000,5920000,1842.7,56700000,59700000,"23:30"
"01/06/2022","2022-06-01","Thứ Tư","Vàng nhẫn SJC 9999",56200000,59200000,3000000,5620000,5920000,1843.3,56700000,59700000,"23:30"
"02/06/2022","2022-06-02","Thứ Năm","Vàng nhẫn SJC 9999",57000000,60000000,3000000,5700000,6000000,1866.5,57500000,60500000,"23:30"
"03/06/2022","2022-06-03","Thứ Sáu","Vàng nhẫn SJC 9999",56300000,59300000,3000000,5630000,5930000,1845.4,56800000,59800000,"23:30"
"06/06/2022","2022-06-06","Thứ Hai","Vàng nhẫn SJC 9999",56100000,59100000,3000000,5610000,5910000,1839.2,56600000,59600000,"23:30"
"07/06/2022","2022-06-07","Thứ Ba","Vàng nhẫn SJC 9999",56400000,59400000,3000000,5640000,5940000,1847.5,56900000,59900000,"23:30"
"08/06/2022","2022-06-08","Thứ Tư","Vàng nhẫn SJC 9999",56500000,59500000,3000000,5650000,5950000,1851.9,57000000,60000000,"23:30"
"09/06/2022","2022-06-09","Thứ Năm","Vàng nhẫn SJC 9999",56400000,59400000,3000000,5640000,5940000,1848.8,56900000,59900000,"23:30"
"10/06/2022","2022-06-10","Thứ Sáu","Vàng nhẫn SJC 9999",57100000,60100000,3000000,5710000,6010000,1871.5,57600000,60600000,"23:30"
"13/06/2022","2022-06-13","Thứ Hai","Vàng nhẫn SJC 9999",55700000,58700000,3000000,5570000,5870000,1828,56200000,59200000,"23:30"
"14/06/2022","2022-06-14","Thứ Ba","Vàng nhẫn SJC 9999",55200000,58200000,3000000,5520000,5820000,1809.5,55700000,58700000,"23:30"
"15/06/2022","2022-06-15","Thứ Tư","Vàng nhẫn SJC 9999",55300000,58300000,3000000,5530000,5830000,1815.3,55800000,58800000,"23:30"
"16/06/2022","2022-06-16","Thứ Năm","Vàng nhẫn SJC 9999",56300000,59300000,3000000,5630000,5930000,1845.7,56800000,59800000,"23:30"
"17/06/2022","2022-06-17","Thứ Sáu","Vàng nhẫn SJC 9999",56000000,59000000,3000000,5600000,5900000,1835.6,56500000,59500000,"23:30"
"21/06/2022","2022-06-21","Thứ Ba","Vàng nhẫn SJC 9999",56000000,59000000,3000000,5600000,5900000,1834.6,56500000,59500000,"23:30"
"22/06/2022","2022-06-22","Thứ Tư","Vàng nhẫn SJC 9999",56000000,59000000,3000000,5600000,5900000,1834.3,56500000,59500000,"23:30"
"23/06/2022","2022-06-23","Thứ Năm","Vàng nhẫn SJC 9999",55700000,58700000,3000000,5570000,5870000,1825.7,56200000,59200000,"23:30"
"24/06/2022","2022-06-24","Thứ Sáu","Vàng nhẫn SJC 9999",55700000,58700000,3000000,5570000,5870000,1826.5,56200000,59200000,"23:30"
"27/06/2022","2022-06-27","Thứ Hai","Vàng nhẫn SJC 9999",55500000,58500000,3000000,5550000,5850000,1820.9,56000000,59000000,"23:30"
"28/06/2022","2022-06-28","Thứ Ba","Vàng nhẫn SJC 9999",55400000,58400000,3000000,5540000,5840000,1817.5,55900000,58900000,"23:30"
"29/06/2022","2022-06-29","Thứ Tư","Vàng nhẫn SJC 9999",55300000,58300000,3000000,5530000,5830000,1813.7,55800000,58800000,"23:30"
"30/06/2022","2022-06-30","Thứ Năm","Vàng nhẫn SJC 9999",55000000,58000000,3000000,5500000,5800000,1804.1,55500000,58500000,"23:30"
"01/07/2022","2022-07-01","Thứ Sáu","Vàng nhẫn SJC 9999",54800000,57800000,3000000,5480000,5780000,1798.9,55300000,58300000,"23:30"
"05/07/2022","2022-07-05","Thứ Ba","Vàng nhẫn SJC 9999",53600000,56600000,3000000,5360000,5660000,1761.8,54100000,57100000,"23:30"
"06/07/2022","2022-07-06","Thứ Tư","Vàng nhẫn SJC 9999",52800000,55800000,3000000,5280000,5580000,1734.9,53300000,56300000,"23:30"
"07/07/2022","2022-07-07","Thứ Năm","Vàng nhẫn SJC 9999",52900000,55900000,3000000,5290000,5590000,1737.9,53400000,56400000,"23:30"
"08/07/2022","2022-07-08","Thứ Sáu","Vàng nhẫn SJC 9999",52900000,55900000,3000000,5290000,5590000,1740.6,53400000,56400000,"23:30"
"11/07/2022","2022-07-11","Thứ Hai","Vàng nhẫn SJC 9999",52600000,55600000,3000000,5260000,5560000,1730,53100000,56100000,"23:30"
"12/07/2022","2022-07-12","Thứ Ba","Vàng nhẫn SJC 9999",52400000,55400000,3000000,5240000,5540000,1723.3,52900000,55900000,"23:30"
"13/07/2022","2022-07-13","Thứ Tư","Vàng nhẫn SJC 9999",52700000,55700000,3000000,5270000,5570000,1734.2,53200000,56200000,"23:30"
"14/07/2022","2022-07-14","Thứ Năm","Vàng nhẫn SJC 9999",51800000,54800000,3000000,5180000,5480000,1704.5,52300000,55300000,"23:30"
"15/07/2022","2022-07-15","Thứ Sáu","Vàng nhẫn SJC 9999",51700000,54700000,3000000,5170000,5470000,1702.4,52200000,55200000,"23:30"
"18/07/2022","2022-07-18","Thứ Hai","Vàng nhẫn SJC 9999",51900000,54900000,3000000,5190000,5490000,1709.2,52400000,55400000,"23:30"
"19/07/2022","2022-07-19","Thứ Ba","Vàng nhẫn SJC 9999",52000000,55000000,3000000,5200000,5500000,1710,52500000,55500000,"23:30"
"20/07/2022","2022-07-20","Thứ Tư","Vàng nhẫn SJC 9999",51600000,54600000,3000000,5160000,5460000,1699.5,52100000,55100000,"23:30"
"21/07/2022","2022-07-21","Thứ Năm","Vàng nhẫn SJC 9999",52000000,55000000,3000000,5200000,5500000,1712.7,52500000,55500000,"23:30"
"22/07/2022","2022-07-22","Thứ Sáu","Vàng nhẫn SJC 9999",52500000,55500000,3000000,5250000,5550000,1727.1,53000000,56000000,"23:30"
"25/07/2022","2022-07-25","Thứ Hai","Vàng nhẫn SJC 9999",52200000,55200000,3000000,5220000,5520000,1719,52700000,55700000,"23:30"
"26/07/2022","2022-07-26","Thứ Ba","Vàng nhẫn SJC 9999",52200000,55200000,3000000,5220000,5520000,1717.7,52700000,55700000,"23:30"
"27/07/2022","2022-07-27","Thứ Tư","Vàng nhẫn SJC 9999",52200000,55200000,3000000,5220000,5520000,1719.1,52700000,55700000,"23:30"
"28/07/2022","2022-07-28","Thứ Năm","Vàng nhẫn SJC 9999",53300000,56300000,3000000,5330000,5630000,1750.3,53800000,56800000,"23:30"
"29/07/2022","2022-07-29","Thứ Sáu","Vàng nhẫn SJC 9999",53700000,56700000,3000000,5370000,5670000,1762.9,54200000,57200000,"23:30"
"01/08/2022","2022-08-01","Thứ Hai","Vàng nhẫn SJC 9999",53900000,56900000,3000000,5390000,5690000,1769,54400000,57400000,"23:30"
"02/08/2022","2022-08-02","Thứ Ba","Vàng nhẫn SJC 9999",53900000,56900000,3000000,5390000,5690000,1771.1,54400000,57400000,"23:30"
"03/08/2022","2022-08-03","Thứ Tư","Vàng nhẫn SJC 9999",53500000,56500000,3000000,5350000,5650000,1758,54000000,57000000,"23:30"
"04/08/2022","2022-08-04","Thứ Năm","Vàng nhẫn SJC 9999",54500000,57500000,3000000,5450000,5750000,1788.5,55000000,58000000,"23:30"
"05/08/2022","2022-08-05","Thứ Sáu","Vàng nhẫn SJC 9999",54000000,57000000,3000000,5400000,5700000,1772.9,54500000,57500000,"23:30"
"08/08/2022","2022-08-08","Thứ Hai","Vàng nhẫn SJC 9999",54400000,57400000,3000000,5440000,5740000,1786.8,54900000,57900000,"23:30"
"09/08/2022","2022-08-09","Thứ Ba","Vàng nhẫn SJC 9999",54700000,57700000,3000000,5470000,5770000,1794,55200000,58200000,"23:30"
"10/08/2022","2022-08-10","Thứ Tư","Vàng nhẫn SJC 9999",54700000,57700000,3000000,5470000,5770000,1795.6,55200000,58200000,"23:30"
"11/08/2022","2022-08-11","Thứ Năm","Vàng nhẫn SJC 9999",54500000,57500000,3000000,5450000,5750000,1789.7,55000000,58000000,"23:30"
"12/08/2022","2022-08-12","Thứ Sáu","Vàng nhẫn SJC 9999",54800000,57800000,3000000,5480000,5780000,1798.6,55300000,58300000,"23:30"
"15/08/2022","2022-08-15","Thứ Hai","Vàng nhẫn SJC 9999",54300000,57300000,3000000,5430000,5730000,1781.4,54800000,57800000,"23:30"
"16/08/2022","2022-08-16","Thứ Ba","Vàng nhẫn SJC 9999",54000000,57000000,3000000,5400000,5700000,1773.2,54500000,57500000,"23:30"
"17/08/2022","2022-08-17","Thứ Tư","Vàng nhẫn SJC 9999",53600000,56600000,3000000,5360000,5660000,1760.3,54100000,57100000,"23:30"
"18/08/2022","2022-08-18","Thứ Năm","Vàng nhẫn SJC 9999",53400000,56400000,3000000,5340000,5640000,1755.3,53900000,56900000,"23:30"
"19/08/2022","2022-08-19","Thứ Sáu","Vàng nhẫn SJC 9999",53200000,56200000,3000000,5320000,5620000,1747.6,53700000,56700000,"23:30"
"22/08/2022","2022-08-22","Thứ Hai","Vàng nhẫn SJC 9999",52700000,55700000,3000000,5270000,5570000,1734,53200000,56200000,"23:30"
"23/08/2022","2022-08-23","Thứ Ba","Vàng nhẫn SJC 9999",53100000,56100000,3000000,5310000,5610000,1746.8,53600000,56600000,"23:30"
"24/08/2022","2022-08-24","Thứ Tư","Vàng nhẫn SJC 9999",53200000,56200000,3000000,5320000,5620000,1747.8,53700000,56700000,"23:30"
"25/08/2022","2022-08-25","Thứ Năm","Vàng nhẫn SJC 9999",53500000,56500000,3000000,5350000,5650000,1757.7,54000000,57000000,"23:30"
"26/08/2022","2022-08-26","Thứ Sáu","Vàng nhẫn SJC 9999",52800000,55800000,3000000,5280000,5580000,1736.1,53300000,56300000,"23:30"
"29/08/2022","2022-08-29","Thứ Hai","Vàng nhẫn SJC 9999",52800000,55800000,3000000,5280000,5580000,1736.6,53300000,56300000,"23:30"
"30/08/2022","2022-08-30","Thứ Ba","Vàng nhẫn SJC 9999",52400000,55400000,3000000,5240000,5540000,1723.2,52900000,55900000,"23:30"
"31/08/2022","2022-08-31","Thứ Tư","Vàng nhẫn SJC 9999",52000000,55000000,3000000,5200000,5500000,1712.8,52500000,55500000,"23:30"
"01/09/2022","2022-09-01","Thứ Năm","Vàng nhẫn SJC 9999",51500000,54500000,3000000,5150000,5450000,1696.6,52000000,55000000,"23:30"
"02/09/2022","2022-09-02","Thứ Sáu","Vàng nhẫn SJC 9999",51900000,54900000,3000000,5190000,5490000,1709.8,52400000,55400000,"23:30"
"06/09/2022","2022-09-06","Thứ Ba","Vàng nhẫn SJC 9999",51600000,54600000,3000000,5160000,5460000,1700.4,52100000,55100000,"23:30"
"07/09/2022","2022-09-07","Thứ Tư","Vàng nhẫn SJC 9999",52100000,55100000,3000000,5210000,5510000,1715.3,52600000,55600000,"23:30"
"08/09/2022","2022-09-08","Thứ Năm","Vàng nhẫn SJC 9999",51900000,54900000,3000000,5190000,5490000,1708,52400000,55400000,"23:30"
"09/09/2022","2022-09-09","Thứ Sáu","Vàng nhẫn SJC 9999",52200000,55200000,3000000,5220000,5520000,1716.2,52700000,55700000,"23:30"
"12/09/2022","2022-09-12","Thứ Hai","Vàng nhẫn SJC 9999",52500000,55500000,3000000,5250000,5550000,1728.1,53000000,56000000,"23:30"
